metacritic,bias,actors_likes,director_likes,writer_likes,movie_likes,actors_awards,director_awards,writer_awards
11.753275087306934,1.0,0.5349205243433142,2.5428071986797574,2.0687819053482595,7.275997846553361,0.5813996026949145,2.7417584133136277,2.505666781886621
11.751300039276382,1.0,2.10476413191819,2.4656645019811365,2.2968109752693895,3.751086701883856,1.3991904191687847,1.6126147440510112,1.4577660853338854
11.481932317067486,1.0,0.4620732914092979,2.539735180409258,0.0,7.264715881550507,0.0,2.1892150855832697,0.0
9.611564032415243,1.0,0.3548037717429424,0.0,0.0,4.924772586110561,0.0,0.0,0.0
12.262315613183093,1.0,2.3757808441799746,0.500139216749268,0.48447995475753186,5.440450071780436,4.392839916385047,0.9369259001443431,0.9402638829839246
11.32694457938189,1.0,2.2973489740241892,1.5486581484481028,2.2478129782814853,5.760704631828828,2.776659245892188,2.0136569683510133,1.1823938800886884
9.132044830675694,1.0,4.7831690306766985,0.9230561212273833,0.8339828878370209,4.971056417308922,5.300171430157373,0.525202459050103,0.44887367374479004
11.916306917792667,1.0,4.919018096189602,3.3597675208278104,2.719964571693013,8.150000931162875,4.21443092974272,3.4509324773181658,2.5602700101615383
11.214461669892623,1.0,4.148227042053002,2.781627057983712,2.2630814196104345,7.155496617045669,4.607482841028092,1.816612327990239,1.6601846259348694
11.67112077019643,1.0,5.556814852399032,1.732808402938174,0.6607266059820179,7.246047369358054,5.859137466250702,2.4456135156727536,0.0
12.521383605876494,1.0,3.796813057448911,2.4681604459057853,0.5680128410835722,7.718919059449023,3.441993985520803,3.444939100579277,2.021130729046433
8.249822595400431,1.0,4.327264906925613,1.3757433635366156,0.6302756993480585,7.305148226540909,3.8557162006733483,2.087325438714065,0.0
10.695352250147987,1.0,2.413089184829786,3.938481922890019,3.6087100459461903,7.896839072319762,2.4828148896262663,2.825126253658256,2.5267028309760695
11.555212528287507,1.0,4.193803361834735,0.0,0.0,6.135040275929255,2.8131745485666495,0.9369259001443431,0.9402638829839246
7.81217156167333,1.0,2.4489228112005077,0.6795627829979357,0.6158979473716688,6.610382621612739,1.9736502010084696,0.0,0.0
8.423882258201633,1.0,4.125352623199772,4.0677610247224525,0.9931035298954455,5.290415253584432,4.668804751821677,2.504961282521151,1.5078861647234243
11.195177869833161,1.0,2.5566993077752214,1.5778959180827508,1.430070747585736,4.058822913861041,3.903334591117529,2.6603341005943135,2.382852820552249
11.7719422016562,1.0,4.128135305537662,3.075099037469474,2.8040100550123426,8.410761090691523,3.9961640021236673,2.141430331971152,1.9816561347577355
11.718938367188132,1.0,4.425271538745743,1.915940461536719,0.9424733235864537,6.142152594899442,2.506779195807304,1.0563903254975386,1.8791507347905068
9.878794781396724,1.0,4.580388779975372,1.0907832978894307,0.9078772310575967,6.861693119109442,3.842942400423206,2.3316053026701167,1.9592500338596301
10.991405017096314,1.0,4.069566702812896,1.9379034923426008,0.6406056583500316,7.284896387443942,2.420989890905778,1.1374742720065238,0.0
9.80080291607767,1.0,4.121808710397313,1.5202515052103471,0.2707402510779107,4.984417818255336,4.126276561645342,0.4739613686311543,0.0
10.448642547300038,1.0,3.565752331224207,2.1314020851367315,0.6406056583500316,7.497444098993979,2.8732413078108117,2.2460974972345147,0.0
